RegionID,State,City,Lat,Lng,Year,Month,Price
395167, AZ,Tucson,32.2226066,-110.9747108,2014,03,960
753924, HI,Urban Honolulu,21.2765308,-157.8257819,2014,03,1691
395169, OK,Tulsa,36.1539816,-95.99277500000001,2014,03,968
394619, CA,Fresno,36.7377981,-119.7871247,2014,03,1128
395238, MA,Worcester,42.2625932,-71.8022934,2014,03,1048
394415, CT,Stamford,41.0534302,-73.5387341,2014,03,1767
394312, NM,Albuquerque,35.0843859,-106.650422,2014,03,979
394308, NY,Albany,42.6525793,-73.7562317,2014,03,1049
394938, NE,Omaha,41.2565369,-95.9345034,2014,03,977
394908, CT,New Haven,41.308274,-72.9278835,2014,03,1205
394357, CA,Bakersfield,35.3732921,-119.0187125,2014,03,1023
394753, TN,Knoxville,35.9606384,-83.9207392,2014,03,1028
394653, SC,Greenville,34.85261759999999,-82.3940104,2014,03,1003
394952, CA,Ventura,34.2804923,-119.2945199,2014,03,2070
394318, PA,Allentown,40.6022939,-75.4714098,2014,03,1144
394561, TX,El Paso,31.7618778,-106.4850217,2014,03,1024
394367, LA,Baton Rouge,30.4514677,-91.18714659999999,2014,03,1026
394521, OH,Dayton,39.7589478,-84.1916069,2014,03,819
394486, SC,Columbia,34.0007104,-81.0348144,2014,03,958
394648, NC,Greensboro,36.0726354,-79.7919754,2014,03,992
394304, OH,Akron,41.0814447,-81.51900529999999,2014,03,752
753906, FL,North Port-Sarasota-Bradenton,27.3959334,-82.5185837,2014,03,1427
394798, AR,Little Rock,34.7464809,-92.28959479999999,2014,03,828
395134, CA,Stockton,37.9577016,-121.2907796,2014,03,1341
394457, SC,Charleston,32.7764749,-79.93105120000001,2014,03,1164
395143, NY,Syracuse,43.0481221,-76.14742439999999,2014,03,859
394484, CO,Colorado Springs,38.8338816,-104.8213634,2014,03,1057
395235, NC,Winston-Salem,36.09985959999999,-80.244216,2014,03,1003
395224, KS,Wichita,37.68717609999999,-97.33005299999999,2014,03,756
395115, MA,Springfield,42.1014831,-72.589811,2014,03,1146
394440, FL,Fort Myers,26.640628,-81.8723084,2014,03,1166
394399, ID,Boise City,43.6150186,-116.2023137,2014,03,894
395160, OH,Toledo,41.6528052,-83.5378674,2014,03,765
394816, WI,Madison,43.0730517,-89.4012302,2014,03,1111
394766, FL,Lakeland,28.0394654,-81.9498042,2014,03,1043
394931, UT,Ogden,41.223,-111.9738304,2014,03,949
394528, FL,Daytona Beach,29.2108147,-81.0228331,2014,03,1013
394531, IA,Des Moines,41.5868353,-93.6249593,2014,03,1025
394711, MS,Jackson,32.2987573,-90.1848103,2014,03,1127
395245, OH,Youngstown,41.0997803,-80.6495194,2014,03,610
394352, GA,Augusta,33.4734978,-82.0105148,2014,03,949
394666, PA,Harrisburg,40.2731911,-76.8867008,2014,03,994
394957, FL,Melbourne,28.0836269,-80.60810889999999,2014,03,1004
395113, WA,Spokane,47.6587802,-117.4260465,2014,03,941
395006, UT,Provo,40.2338438,-111.6585337,2014,03,993
394549, NC,Durham,35.9940329,-78.898619,2014,03,1163
394995, FL,Port St. Lucie,27.2730492,-80.3582261,2014,03,1198
394602, CO,Fort Collins,40.5852602,-105.084423,2014,03,1200
394405, CO,Boulder,40.0149856,-105.2705456,2014,03,1520
394645, CO,Greeley,40.4233142,-104.7091322,2014,03,1191
394623, GA,Gainesville,34.2978794,-83.8240663,2014,03,982
102001,,United States,37.09024,-95.712891,2014,04,1395
394913, NY,New York,40.7127753,-74.0059728,2014,04,2415
753899, CA,Los Angeles-Long Beach-Anaheim,34.0522166,-118.2436619,2014,04,1882
394463, IL,Chicago,41.8781136,-87.6297982,2014,04,1528
394514, TX,Dallas-Fort Worth,32.7078751,-96.9209135,2014,04,1221
394974, PA,Philadelphia,39.9525839,-75.1652215,2014,04,1351
394692, TX,Houston,29.7604267,-95.3698028,2014,04,1273
395209, DC,Washington,38.9071923,-77.0368707,2014,04,1870
394856, FL,Miami-Fort Lauderdale,26.3013917,-80.6326916,2014,04,1579
394347, GA,Atlanta,33.7489954,-84.3879824,2014,04,1146
394404, MA,Boston,42.3600825,-71.0588801,2014,04,2029
395057, CA,San Francisco,37.7749295,-122.4194155,2014,04,2283
394532, MI,Detroit,42.331427,-83.0457538,2014,04,1049
395025, CA,Riverside,33.9806005,-117.3754942,2014,04,1476
394976, AZ,Phoenix,33.4483771,-112.0740373,2014,04,1016
395078, WA,Seattle,47.6062095,-122.3320708,2014,04,1393
394865, MN,Minneapolis-St Paul,44.9374831,-93.20099979999999,2014,04,1222
395056, CA,San Diego,32.715738,-117.1610838,2014,04,1713
395121, MO,St. Louis,38.6270025,-90.19940419999999,2014,04,967
395148, FL,Tampa,27.950575,-82.4571776,2014,04,1149
394358, MD,Baltimore,39.2903848,-76.6121893,2014,04,1526
394530, CO,Denver,39.7392358,-104.990251,2014,04,1241
394982, PA,Pittsburgh,40.44062479999999,-79.9958864,2014,04,1013
394998, OR,Portland,45.5051064,-122.6750261,2014,04,1193
394458, NC,Charlotte,35.2270869,-80.8431267,2014,04,1147
395045, CA,Sacramento,38.5815719,-121.4943996,2014,04,1253
395055, TX,San Antonio,29.4241219,-98.49362819999999,2014,04,1081
394943, FL,Orlando,28.5383355,-81.3792365,2014,04,1226
394466, OH,Cincinnati,39.1031182,-84.5120196,2014,04,994
394475, OH,Cleveland,41.49932,-81.6943605,2014,04,988
394735, MO,Kansas City,39.0997265,-94.5785667,2014,04,968
394775, NV,Las Vegas,36.1699412,-115.1398296,2014,04,1046
394492, OH,Columbus,39.9611755,-82.99879419999999,2014,04,1024
394705, IN,Indianapolis,39.768403,-86.158068,2014,04,1045
395059, CA,San Jose,37.3382082,-121.8863286,2014,04,2229
394355, TX,Austin,30.267153,-97.7430608,2014,04,1246
395194, VA,Virginia Beach,36.8529263,-75.97798499999999,2014,04,1190
394902, TN,Nashville,36.1626638,-86.7816016,2014,04,1202
395005, RI,Providence,41.8239891,-71.4128343,2014,04,1169
394862, WI,Milwaukee,43.0389025,-87.9064736,2014,04,995
394714, FL,Jacksonville,30.3321838,-81.65565099999999,2014,04,1092
394849, TN,Memphis,35.1495343,-90.0489801,2014,04,1111
394935, OK,Oklahoma City,35.4675602,-97.5164276,2014,04,972
394807, KY,Louisville-Jefferson County,38.2526647,-85.7584557,2014,04,818
394669, CT,Hartford,41.7658043,-72.6733723,2014,04,1151
395022, VA,Richmond,37.5407246,-77.4360481,2014,04,1075
394910, LA,New Orleans,29.95106579999999,-90.0715323,2014,04,1081
394425, NY,Buffalo,42.88644679999999,-78.8783689,2014,04,899
395012, NC,Raleigh,35.7795897,-78.6381787,2014,04,1228
394388, AL,Birmingham,33.5185892,-86.8103567,2014,04,968
395053, UT,Salt Lake City,40.7607793,-111.8910474,2014,04,1077
395031, NY,Rochester,43.15657789999999,-77.6088465,2014,04,948
394640, MI,Grand Rapids,42.9633599,-85.6680863,2014,04,876
395167, AZ,Tucson,32.2226066,-110.9747108,2014,04,961
753924, HI,Urban Honolulu,21.2765308,-157.8257819,2014,04,1717
395169, OK,Tulsa,36.1539816,-95.99277500000001,2014,04,974
394619, CA,Fresno,36.7377981,-119.7871247,2014,04,1133
395238, MA,Worcester,42.2625932,-71.8022934,2014,04,1053
394415, CT,Stamford,41.0534302,-73.5387341,2014,04,1783
394312, NM,Albuquerque,35.0843859,-106.650422,2014,04,982
394308, NY,Albany,42.6525793,-73.7562317,2014,04,1055
394938, NE,Omaha,41.2565369,-95.9345034,2014,04,982
394908, CT,New Haven,41.308274,-72.9278835,2014,04,1213
394357, CA,Bakersfield,35.3732921,-119.0187125,2014,04,1027
394753, TN,Knoxville,35.9606384,-83.9207392,2014,04,1033
394653, SC,Greenville,34.85261759999999,-82.3940104,2014,04,1007
394952, CA,Ventura,34.2804923,-119.2945199,2014,04,2084
394318, PA,Allentown,40.6022939,-75.4714098,2014,04,1149
394561, TX,El Paso,31.7618778,-106.4850217,2014,04,1025
394367, LA,Baton Rouge,30.4514677,-91.18714659999999,2014,04,1037
394521, OH,Dayton,39.7589478,-84.1916069,2014,04,820
394486, SC,Columbia,34.0007104,-81.0348144,2014,04,962
394648, NC,Greensboro,36.0726354,-79.7919754,2014,04,996
394304, OH,Akron,41.0814447,-81.51900529999999,2014,04,756
753906, FL,North Port-Sarasota-Bradenton,27.3959334,-82.5185837,2014,04,1435
394798, AR,Little Rock,34.7464809,-92.28959479999999,2014,04,829
395134, CA,Stockton,37.9577016,-121.2907796,2014,04,1350
394457, SC,Charleston,32.7764749,-79.93105120000001,2014,04,1175
395143, NY,Syracuse,43.0481221,-76.14742439999999,2014,04,865
394484, CO,Colorado Springs,38.8338816,-104.8213634,2014,04,1066
395235, NC,Winston-Salem,36.09985959999999,-80.244216,2014,04,1005
395224, KS,Wichita,37.68717609999999,-97.33005299999999,2014,04,759
395115, MA,Springfield,42.1014831,-72.589811,2014,04,1150
394440, FL,Fort Myers,26.640628,-81.8723084,2014,04,1177
394399, ID,Boise City,43.6150186,-116.2023137,2014,04,898
395160, OH,Toledo,41.6528052,-83.5378674,2014,04,767
394816, WI,Madison,43.0730517,-89.4012302,2014,04,1114
394766, FL,Lakeland,28.0394654,-81.9498042,2014,04,1047
394931, UT,Ogden,41.223,-111.9738304,2014,04,955
394528, FL,Daytona Beach,29.2108147,-81.0228331,2014,04,1018
394531, IA,Des Moines,41.5868353,-93.6249593,2014,04,1031
394711, MS,Jackson,32.2987573,-90.1848103,2014,04,1134
395245, OH,Youngstown,41.0997803,-80.6495194,2014,04,612
394352, GA,Augusta,33.4734978,-82.0105148,2014,04,950
394666, PA,Harrisburg,40.2731911,-76.8867008,2014,04,993
394957, FL,Melbourne,28.0836269,-80.60810889999999,2014,04,1010
394460, TN,Chattanooga,35.0456297,-85.3096801,2014,04,949
395113, WA,Spokane,47.6587802,-117.4260465,2014,04,943
395006, UT,Provo,40.2338438,-111.6585337,2014,04,998
394549, NC,Durham,35.9940329,-78.898619,2014,04,1164
394995, FL,Port St. Lucie,27.2730492,-80.3582261,2014,04,1208
394602, CO,Fort Collins,40.5852602,-105.084423,2014,04,1215
394405, CO,Boulder,40.0149856,-105.2705456,2014,04,1533
394645, CO,Greeley,40.4233142,-104.7091322,2014,04,1203
394623, GA,Gainesville,34.2978794,-83.8240663,2014,04,986
102001,,United States,37.09024,-95.712891,2014,05,1402
394913, NY,New York,40.7127753,-74.0059728,2014,05,2426
753899, CA,Los Angeles-Long Beach-Anaheim,34.0522166,-118.2436619,2014,05,1899
394463, IL,Chicago,41.8781136,-87.6297982,2014,05,1533
394514, TX,Dallas-Fort Worth,32.7078751,-96.9209135,2014,05,1229
394974, PA,Philadelphia,39.9525839,-75.1652215,2014,05,1355
394692, TX,Houston,29.7604267,-95.3698028,2014,05,1284
